sku;product-id;product-id-type;description;internal-description;price;price-additional-info;quantity;min-quantity-alert;state;available-start-date;available-end-date;logistic-class;discount-start-date;discount-end-date;discount-price;update-delete;fulfillment-latency;shipping-warehouse
362020,304467923,SKU,,,592.5,,3,,11,,,G,,,,update,,
345025,304557011,SKU,,,163.17,,1,,11,,,F,,,,update,,
299914,210665605,SKU,,,89.5,,0,,11,,,D,,,,update,,
235027,303890292,SKU,,,169.75,,0,,11,,,G,,,,update,,
312095,212532326,SKU,,,144.29,,5,,11,,,,,,,update,,
337994,304722764,SKU,,,240.71,,0,,11,,,G,,,,update,,
236557,303221236,SKU,,,46.13,,1,,11,,,,,,,update,,
264164,303256772,SKU,,,158.04,,5,,11,,,,,,,update,,
285585,209299258,SKU,,,99.54,,5,,11,,,,,,,update,,
324417,210758088,SKU,,,103.29,,0,,11,,,F,,,,update,,
335788,213607491,SKU,,,96.04,,5,,11,,,,,,,update,,
330893,213480539,SKU,,,864.0,,0,,11,,,G,,,,update,,
310901,212385507,SKU,,,353.04,,5,,11,,,E,,,,update,,
325881,307072805,SKU,,,336.0,,3,,11,,,,,,,update,,
320251,214225555,SKU,,,170.13,,5,,11,,,,,,,update,,
295902,209832466,SKU,,,196.58,,0,,11,,,G,,,,update,,
361463,307064004,SKU,,,433.54,,5,,11,,,L,,,,update,,
348891,304039973,SKU,,,929.42,,5,,11,,,,,,,update,,
345851,307062882,SKU,,,653.92,,5,,11,,,,,,,update,,
351055,306448174,SKU,,,877.75,,5,,11,,,L,,,,update,,
335622,304309966,SKU,,,82.25,,4,,11,,,D,,,,update,,
348111,305567068,SKU,,,590.96,,1,2,11,,,D,,,,update,,
345262,208620084,SKU,,,99.54,,5,,11,,,G,,,,update,,
289969,209975452,SKU,,,144.58,,5,,11,,,D,,,,update,,
332488,303901206,SKU,,,242.38,,5,,11,,,E,,,,update,,
345896,307052887,SKU,,,344.0,,2,,11,,,H,,,,update,,
282169,209272203,SKU,,,86.04,,5,,11,,,B,,,,update,,
288430,210137901,SKU,,,172.13,,3,,11,,,F,,,,update,,
362654,307046870,SKU,,,172.13,,2,,11,,,F,,,,update,,
320677,213423145,SKU,,,344.0,,5,,11,,,E,,,,update,,
361574,205154971,SKU,,,571.29,,1,,11,,,H,,,,update,,
312853,212954474,SKU,,,275.13,,5,,11,,,G,,,,update,,
345667,305075635,SKU,,,357.63,,0,,11,,,D,,,,update,,
356059,304382578,SKU,,,161.79,,5,,11,,,D,,,,update,,
346176,213504205,SKU,,,65.38,,0,,11,,,,,,,update,,
312571,303255823,SKU,,,75.54,,3,,11,,,C,,,,update,,
283329,210475190,SKU,,,206.25,,5,,11,,,G,,,,update,,
343352,304883307,SKU,,,189.04,,0,,11,,,,,,,update,,
320671,213374620,SKU,,,85.71,,0,,11,,,G,,,,update,,
327650,205623199,SKU,,,193.5,,5,,11,,,G,,,,update,,
312423,213524208,SKU,,,128.54,,5,2,11,,,E,,,,update,,
339032,307071732,SKU,,,2065.8,,5,,11,,,,,,,update,,
326158,214109235,SKU,,,339.71,,5,,11,,,E,,,,update,,
358486,213607486,SKU,,,130.5,,5,,11,,,,,,,update,,
324263,212842007,SKU,,,117.04,,5,,11,,,D,,,,update,,
288296,209925627,SKU,,,516.17,,0,2,11,,,G,,,,update,,
323016,214122558,SKU,,,554.29,,1,,11,,,E,,,,update,,
282988,303755194,SKU,,,151.21,,5,,11,,,G,,,,update,,
265060,208536891,SKU,,,55.42,,1,,11,,,F,,,,update,,
275447,303792428,SKU,,,223.5,,5,,11,,,G,,,,update,,
308704,212524806,SKU,,,309.58,,5,,11,,,E,,,,update,,
357469,307047024,SKU,,,308.17,,5,,11,,,D,,,,update,,
336116,305581950,SKU,,,368.13,,0,2,11,,,G,,,,update,,
311379,210220309,SKU,,,99.54,,5,,11,,,,,,,update,,
335449,304089142,SKU,,,166.96,,5,,11,,,,,,,update,,
321527,213456565,SKU,,,154.63,,5,,11,,,G,,,,update,,
357804,307072128,SKU,,,585.09,,1,,11,,,,,,,update,,
324257,212069696,SKU,,,124.63,,5,,11,,,C,,,,update,,
297502,210478612,SKU,,,137.42,,5,,11,,,,,,,update,,
272383,212593832,SKU,,,127.08,,5,,11,,,G,,,,update,,
308594,212076470,SKU,,,605.71,,2,,11,,,H,,,,update,,
331798,212978339,SKU,,,79.92,,1,,11,,,,,,,update,,
318199,212909872,SKU,,,246.0,,0,,11,,,G,,,,update,,
335632,304382592,SKU,,,137.71,,5,,11,,,C,,,,update,,
291882,210103990,SKU,,,316.46,,0,2,11,,,G,,,,update,,
280615,210668277,SKU,,,172.13,,2,,11,,,,,,,update,,
335628,304381421,SKU,,,110.17,,5,,11,,,D,,,,update,,
338611,209832471,SKU,,,195.92,,0,,11,,,G,,,,update,,
340197,307061519,SKU,,,585.04,,0,,11,,,H,,,,update,,
300780,210665609,SKU,,,130.83,,5,,11,,,C,,,,update,,
291438,209902557,SKU,,,156.79,,5,,11,,,D,,,,update,,
345586,304403905,SKU,,,275.13,,5,,11,,,,,,,update,,
143386,213915695,SKU,,,47.5,,1,,11,,,,,,,update,,
217744,302578916,SKU,,,117.04,,5,,11,,,,,,,update,,
271850,208966892,SKU,,,79.17,,5,,11,,,B,,,,update,,
312438,304617212,SKU,,,115.13,,2,,11,,,D,,,,update,,
212978,203473948,SKU,,,107.63,,5,,11,,,E,,,,update,,
308474,214118493,SKU,,,543.75,,5,,11,,,G,,,,update,,
312986,210792736,SKU,,,226.92,,5,,11,,,,,,,update,,
315172,213483372,SKU,,,550.63,,5,,11,,,,,,,update,,
315165,306465813,SKU,,,557.5,,5,,11,,,L,,,,update,,
351058,306757584,SKU,,,1308.21,,5,,11,,,L,,,,update,,
297301,210718817,SKU,,,309.58,,0,,11,,,G,,,,update,,
315162,304072914,SKU,,,275.13,,0,,11,,,I,,,,update,,
298701,210663568,SKU,,,92.96,,5,,11,,,B,,,,update,,
316457,213060077,SKU,,,95.0,,5,,11,,,F,,,,update,,
324783,211011135,SKU,,,306.13,,0,,11,,,G,,,,update,,
324650,213930184,SKU,,,448.46,,5,,11,,,E,,,,update,,
344484,305075049,SKU,,,103.29,,0,,11,,,F,,,,update,,
345752,212941989,SKU,,,168.38,,0,,11,,,G,,,,update,,
347751,214116123,SKU,,,137.42,,5,,11,,,G,,,,update,,
351193,307072147,SKU,,,467.96,,0,,11,,,,,,,update,,
357476,307064145,SKU,,,223.46,,1,,11,,,D,,,,update,,
321532,213456561,SKU,,,383.08,,2,2,11,,,H,,,,update,,
342143,307071739,SKU,,,2134.67,,0,,11,,,,,,,update,,
351047,305051579,SKU,,,130.5,,5,,11,,,,,,,update,,
340154,304552599,SKU,,,105.96,,5,,11,,,D,,,,update,,
357793,307072813,SKU,,,550.63,,5,,11,,,,,,,update,,
360607,307085263,SKU,,,1291.3,,0,,11,,,F,,,,update,,
322013,214118005,SKU,,,168.38,,0,,11,,,G,,,,update,,
350430,305071920,SKU,,,218.96,,5,,11,,,G,,,,update,,
340155,304617215,SKU,,,125.54,,2,,11,,,D,,,,update,,
311768,212224656,SKU,,,82.63,,2,,11,,,D,,,,update,,
335623,304381422,SKU,,,82.25,,4,,11,,,D,,,,update,,
351046,304905637,SKU,,,153.21,,5,,11,,,F,,,,update,,
335450,304489109,SKU,,,209.67,,5,,11,,,,,,,update,,
321809,214142591,SKU,,,354.33,,5,,11,,,E,,,,update,,
289967,209975457,SKU,,,214.83,,5,,11,,,D,,,,update,,
346671,304893418,SKU,,,206.25,,0,,11,,,G,,,,update,,
321981,213456553,SKU,,,159.42,,5,,11,,,G,,,,update,,
335631,304382596,SKU,,,163.54,,5,,11,,,D,,,,update,,
218600,203221603,SKU,,,168.42,,5,,11,,,G,,,,update,,
290012,303858239,SKU,,,388.79,,5,,11,,,G,,,,update,,
354351,304382581,SKU,,,196.25,,3,,11,,,D,,,,update,,
250838,212599051,SKU,,,106.92,,5,,11,,,,,,,update,,
348167,213248216,SKU,,,368.13,,1,,11,,,H,,,,update,,
347904,307071731,SKU,,,1342.63,,0,,11,,,,,,,update,,
317283,211114995,SKU,,,94.67,,5,,11,,,,,,,update,,
315171,214129722,SKU,,,395.67,,5,,11,,,,,,,update,,
345897,306481992,SKU,,,516.17,,5,,11,,,L,,,,update,,
327649,214213508,SKU,,,123.63,,5,,11,,,,,,,update,,
213795,203549246,SKU,,,91.21,,0,,11,,,C,,,,update,,
343874,304552627,SKU,,,171.83,,5,,11,,,F,,,,update,,
345577,213931768,SKU,,,89.13,,5,,11,,,,,,,update,,
320578,213720956,SKU,,,1129.71,,1,2,11,,,D,,,,update,,
262208,208513632,SKU,,,151.5,,3,,11,,,D,,,,update,,
332342,304090219,SKU,,,153.46,,1,,11,,,D,,,,update,,
332348,304162752,SKU,,,172.63,,0,,11,,,D,,,,update,,
312442,213233485,SKU,,,126.79,,0,,11,,,D,,,,update,,
286812,303854237,SKU,,,68.83,,5,,11,,,,,,,update,,
345687,305044354,SKU,,,343.88,,1,,11,,,E,,,,update,,
283912,209299257,SKU,,,164.96,,1,,11,,,G,,,,update,,
165279,301280407,SKU,,,406.0,,4,,11,,,H,,,,update,,
348732,305051440,SKU,,,89.25,,5,,11,,,,,,,update,,
313743,214161037,SKU,,,337.13,,5,,11,,,I,,,,update,,
235587,203954555,SKU,,,103.0,,1,,11,,,G,,,,update,,
335638,304382589,SKU,,,172.13,,5,,11,,,D,,,,update,,
332930,304008650,SKU,,,130.83,,1,,11,,,D,,,,update,,
346084,209959627,SKU,,,120.17,,1,,11,,,,,,,update,,
254535,207788275,SKU,,,249.71,,0,,11,,,E,,,,update,,
345578,210127080,SKU,,,109.83,,5,,11,,,,,,,update,,
338599,212594670,SKU,,,169.04,,5,,11,,,,,,,update,,
281237,210568736,SKU,,,695.25,,1,,11,,,,,,,update,,
336102,304843005,SKU,,,138.46,,5,,11,,,D,,,,update,,
312432,213424695,SKU,,,128.46,,0,,11,,,D,,,,update,,
221161,212599080,SKU,,,137.42,,5,,11,,,G,,,,update,,
328005,303917252,SKU,,,591.79,,3,,11,,,E,,,,update,,
357467,307047026,SKU,,,368.13,,1,,11,,,D,,,,update,,
345901,306459460,SKU,,,285.46,,5,,11,,,G,,,,update,,
287845,209708716,SKU,,,103.46,,1,,11,,,D,,,,update,,
302878,205623200,SKU,,,154.63,,5,,11,,,F,,,,update,,
300130,211021204,SKU,,,151.17,,5,,11,,,,,,,update,,
302903,213718075,SKU,,,285.46,,5,,11,,,H,,,,update,,
329699,214258110,SKU,,,317.29,,0,,11,,,F,,,,update,,
289973,209975456,SKU,,,110.17,,5,,11,,,D,,,,update,,
293250,210804392,SKU,,,80.88,,2,,11,,,F,,,,update,,
242180,205206366,SKU,,,172.29,,0,,11,,,,,,,update,,
313040,210474667,SKU,,,114.29,,1,,11,,,E,,,,update,,
289977,209975450,SKU,,,86.04,,0,,11,,,D,,,,update,,
343353,304869618,SKU,,,223.5,,1,,11,,,,,,,update,,
257361,303650712,SKU,,,69.79,,2,,11,,,,,,,update,,
234332,204719374,SKU,,,189.04,,5,,11,,,G,,,,update,,
348042,303999467,SKU,,,175.13,,5,,11,,,D,,,,update,,
317279,211114994,SKU,,,96.38,,1,,11,,,,,,,update,,
336843,304465633,SKU,,,187.21,,0,,11,,,D,,,,update,,
322095,213762308,SKU,,,365.96,,5,,11,,,F,,,,update,,
270817,212404678,SKU,,,206.25,,1,,11,,,G,,,,update,,
332473,304008653,SKU,,,161.79,,4,,11,,,D,,,,update,,
217741,204176490,SKU,,,49.21,,5,,11,,,,,,,update,,
344941,304594762,SKU,,,127.63,,0,,11,,,D,,,,update,,
359430,212842015,SKU,,,79.17,,5,,11,,,D,,,,update,,
337076,303898779,SKU,,,328.29,,5,,11,,,G,,,,update,,
110669,101011990,SKU,,,48.17,,5,,11,,,C,,,,update,,
238165,204004707,SKU,,,103.67,,5,,11,,,G,,,,update,,
361464,307130340,SKU,,,1325.42,,5,,11,,,,,,,update,,
287500,208421366,SKU,,,87.58,,2,,11,,,F,,,,update,,
297450,212306163,SKU,,,102.96,,5,,11,,,F,,,,update,,
351336,304475906,SKU,,,68.88,,2,,11,,,D,,,,update,,
344557,304589134,SKU,,,296.38,,0,,11,,,E,,,,update,,
335062,212941980,SKU,,,337.13,,1,,11,,,G,,,,update,,
345841,307062881,SKU,,,1445.92,,5,,11,,,,,,,update,,
348956,305567058,SKU,,,860.54,,3,,11,,,L,,,,update,,
348960,305179354,SKU,,,1893.26,,5,,11,,,L,,,,update,,
272436,205551475,SKU,,,86.04,,4,,11,,,,,,,update,,
285582,209991871,SKU,,,75.71,,1,2,11,,,G,,,,update,,
229869,204001680,SKU,,,61.63,,5,,11,,,F,,,,update,,
286817,303854233,SKU,,,103.29,,5,,11,,,B,,,,update,,
299915,210659444,SKU,,,75.71,,5,,11,,,D,,,,update,,
332344,304485056,SKU,,,170.96,,0,,11,,,D,,,,update,,
340147,213613615,SKU,,,412.88,,5,2,11,,,,,,,update,,
340145,213516237,SKU,,,481.75,,5,,11,,,,,,,update,,
297513,210478626,SKU,,,206.25,,5,,11,,,G,,,,update,,
340163,305098236,SKU,,,123.88,,1,,11,,,D,,,,update,,
313092,304091962,SKU,,,533.42,,5,,11,,,,,,,update,,
358445,213611663,SKU,,,206.58,,2,,11,,,,,,,update,,
354215,305143453,SKU,,,99.5,,5,,11,,,,,,,update,,
323012,214290960,SKU,,,443.46,,5,2,11,,,D,,,,update,,
340151,304644867,SKU,,,90.13,,2,,11,,,D,,,,update,,
312445,212302661,SKU,,,113.88,,0,,11,,,D,,,,update,,
251984,207417872,SKU,,,202.46,,5,,11,,,F,,,,update,,
341510,212021712,SKU,,,206.25,,5,,11,,,,,,,update,,
324453,305180341,SKU,,,502.63,,0,,11,,,E,,,,update,,
228506,204442916,SKU,,,35.79,,5,,11,,,G,,,,update,,
295792,208955037,SKU,,,433.58,,2,,11,,,,,,,update,,
324462,214133349,SKU,,,443.88,,5,,11,,,F,,,,update,,
286810,303854232,SKU,,,103.29,,5,,11,,,,,,,update,,
289974,209975451,SKU,,,117.04,,5,,11,,,D,,,,update,,
315883,213478663,SKU,,,80.75,,0,2,11,,,,,,,update,,
287546,210138054,SKU,,,268.71,,0,,11,,,,,,,update,,
335448,304089143,SKU,,,195.92,,0,,11,,,,,,,update,,
225006,203760718,SKU,,,85.13,,5,,11,,,D,,,,update,,
324418,211920445,SKU,,,122.33,,1,2,11,,,E,,,,update,,
248792,206249256,SKU,,,65.08,,5,,11,,,,,,,update,,
358500,307044872,SKU,,,102.96,,5,,11,,,G,,,,update,,
336039,304465630,SKU,,,207.63,,5,,11,,,D,,,,update,,
334988,212696469,SKU,,,148.04,,2,,11,,,,,,,update,,
286809,303854238,SKU,,,68.83,,5,,11,,,,,,,update,,
274161,209068033,SKU,,,230.13,,0,,11,,,D,,,,update,,
348744,304504065,SKU,,,68.17,,5,,11,,,,,,,update,,
322005,211975864,SKU,,,158.0,,0,,11,,,,,,,update,,
349336,307061533,SKU,,,305.5,,5,,11,,,,,,,update,,
336104,304382582,SKU,,,156.79,,4,,11,,,D,,,,update,,
301406,304725216,SKU,,,516.17,,0,,11,,,E,,,,update,,
274426,209083906,SKU,,,311.38,,5,,11,,,E,,,,update,,
311347,211077894,SKU,,,378.46,,1,,11,,,G,,,,update,,
313046,210474670,SKU,,,78.88,,0,,11,,,F,,,,update,,
218589,213248240,SKU,,,137.38,,5,,11,,,G,,,,update,,
276962,211029425,SKU,,,51.63,,0,,11,,,F,,,,update,,
305135,214112188,SKU,,,395.67,,5,,11,,,F,,,,update,,
336473,214278421,SKU,,,353.29,,0,,11,,,G,,,,update,,
308595,212076466,SKU,,,347.46,,1,2,11,,,,,,,update,,
292037,210066171,SKU,,,495.54,,5,,11,,,,,,,update,,
